,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Igarka,67.4667,86.5833,-11.99,89,94,5.1,RU,1610197073
358,Lorengau,-2.0226,147.2712,82.63,70,99,5.21,PG,1610197074
359,Hasaki,35.7333,140.8333,26.6,63,20,3.44,JP,1610196963
360,Autazes,-3.5797,-59.1306,81.37,77,91,3.71,BR,1610197075
361,Nelson Bay,-32.7167,152.15,64.4,94,40,7.76,AU,1610197075
362,Sungai Raya,0.7,108.9,79.57,87,100,3.89,ID,1610197075
363,Norman Wells,65.282,-126.8329,10.4,85,75,2.3,CA,1610197076
364,Tarnogskiy Gorodok,60.4997,43.5761,-0.89,93,95,4.18,RU,1610197076
365,Launceston,-41.45,147.1667,60.01,77,77,6.91,AU,1610196786
366,Kiryat Gat,31.61,34.7642,75.99,50,0,6.76,IL,1610197077
367,Marsá Maţrūḩ,31.3525,27.2453,68.0,60,0,4.61,EG,1610197078
368,Chu,43.5983,73.7614,10.36,88,71,3.31,KZ,1610197079
369,Sinnamary,5.3833,-52.95,81.16,81,57,14.2,GF,1610197079
370,Florence,43.7667,11.25,44.6,57,40,9.22,IT,1610197080
371,Sorong,-0.8833,131.25,82.11,79,100,9.64,ID,1610197080
372,Vao,-22.6667,167.4833,77.92,89,100,18.84,NC,1610197081
373,Alta Floresta,-9.8756,-56.0861,83.34,73,68,1.61,BR,1610197082
374,Vila,42.0304,-8.1588,37.0,71,31,15.01,PT,1610197082
375,Inzer,54.2167,57.5556,19.54,95,99,3.29,RU,1610197083
376,Gemeente Zevenaar,51.9167,6.0667,39.99,95,96,4.94,NL,1610197083
377,Taltal,-25.4,-70.4833,68.47,64,31,4.41,CL,1610197085
378,Clyde River,70.4692,-68.5914,-2.2,84,90,2.3,CA,1610197085
379,Aykino,62.2248,49.9922,5.68,95,90,6.31,RU,1610197085
380,Coelho Neto,-4.2567,-43.0128,88.11,53,100,4.21,BR,1610197086
381,Beloha,-25.1667,45.05,89.53,48,8,14.07,MG,1610197086
382,Issenye,-2.0,34.3333,72.16,81,100,6.06,TZ,1610197087
383,Boa Vista,2.8197,-60.6733,73.4,88,75,2.3,BR,1610197087
384,Yerbogachën,61.2767,108.0108,-13.61,87,93,5.53,RU,1610197088
385,Koslan,63.4564,48.8989,-0.04,92,96,6.6,RU,1610197089
386,Port Hardy,50.6996,-127.4199,44.6,87,40,25.32,CA,1610197089
387,Coquimbo,-29.9533,-71.3436,57.2,94,90,8.05,CL,1610197090
388,Kilindoni,-7.9139,39.6668,83.32,77,16,19.3,TZ,1610197090
389,Mae Hong Son,19.3003,97.9685,80.6,61,20,3.44,TH,1610197090
390,Deputatsky,69.3,139.9,-20.47,89,98,2.04,RU,1610197091
391,Mollendo,-17.0231,-72.0147,72.37,73,90,9.33,PE,1610197091
392,Xining,36.6167,101.7667,14.65,74,2,3.15,CN,1610196931
393,Fortuna,40.5982,-124.1573,39.99,100,1,11.5,US,1610197092
394,Shache,38.4167,77.2406,21.25,81,0,6.08,CN,1610197093
395,Goundi,9.3627,17.366,99.57,9,100,5.48,TD,1610197093
396,Aklavik,68.2191,-135.0107,12.2,85,100,5.75,CA,1610197093
397,Vardø,70.3705,31.1107,19.4,79,75,13.8,NO,1610197094
398,Winneba,5.3511,-0.6231,87.8,62,20,10.36,GH,1610197094
399,Wamba,8.9333,8.6,98.02,9,0,8.93,NG,1610197095
400,Oktyabr'skiy,54.4815,53.471,14.95,96,100,3.29,RU,1610197095
401,Taos,36.4072,-105.5731,27.0,73,90,5.75,US,1610197096
402,Tezu,27.9167,96.1667,64.89,41,13,3.76,IN,1610197096
403,Nuuk,64.1835,-51.7216,24.8,58,20,1.14,GL,1610197097
404,Sur,22.5667,59.5289,66.65,40,0,19.84,OM,1610197097
405,Garoowe,8.4054,48.4845,81.7,35,0,18.95,SO,1610197097
406,Wu’an,31.6836,112.0044,34.83,64,100,0.96,CN,1610197098
407,Lagos,6.5833,3.75,90.88,51,9,5.75,NG,1610196802
408,Kiunga,-6.1219,141.2906,75.11,98,100,3.18,PG,1610197099
409,Guiratinga,-16.3494,-53.7583,86.04,63,19,0.83,BR,1610197100
410,Port Blair,11.6667,92.75,81.03,80,0,11.61,IN,1610197100
411,Arlit,18.7369,7.3853,94.37,9,0,4.05,NE,1610197100
412,Klaksvík,62.2266,-6.589,28.4,64,75,24.16,FO,1610197101
413,Tabuk,17.4189,121.4443,65.59,85,86,9.37,PH,1610197102
414,Darasun,51.6667,114.0,8.6,56,0,2.24,RU,1610197102
415,Dunn,44.95,-91.8835,15.01,92,90,4.61,US,1610197103
416,George,-33.963,22.4617,78.8,65,40,13.8,ZA,1610197103
417,Ca Mau,9.1769,105.15,74.57,80,30,6.15,VN,1610196891
418,Wanning,18.8003,110.3967,57.92,77,94,12.88,CN,1610197104
419,Rawson,-43.3002,-65.1023,69.64,25,0,7.07,AR,1610197104
420,Poopó,-18.3667,-66.9667,44.6,76,75,4.72,BO,1610197105
421,Valdivia,-39.8142,-73.2459,53.6,87,75,5.75,CL,1610197106
422,Aguçadoura,41.4318,-8.7804,45.0,49,0,10.36,PT,1610197106
423,Kortkeros,61.8106,51.5806,14.0,92,90,6.71,RU,1610197106
424,Kozhva,65.1073,57.0459,-9.42,91,93,3.96,RU,1610197107
425,Pangkalanbuun,-2.6833,111.6167,76.26,93,100,1.99,ID,1610197107
426,Solnechnyy,50.7214,136.6319,-18.18,83,62,2.59,RU,1610197108
427,Constitución,-35.3333,-72.4167,60.58,57,0,9.6,CL,1610197108
428,Qasigiannguit,68.8193,-51.1922,17.6,41,75,20.71,GL,1610197109
429,Moroto,2.5345,34.6666,84.7,24,100,8.7,UG,1610197109
430,Khorixas,-20.3667,14.9667,80.98,50,100,16.37,NA,1610197110
431,Rodolfo Sánchez Taboada,31.7167,-116.5667,51.84,69,0,3.36,MX,1610197110
432,Puerto Madryn,-42.7692,-65.0385,70.65,25,0,5.99,AR,1610197111
433,Butembo,0.15,29.2833,66.22,80,79,3.91,CD,1610197111
434,San Antonio,29.4241,-98.4936,37.99,86,1,6.17,US,1610196942
435,Sardārshahr,28.4333,74.4833,65.77,35,49,5.19,IN,1610197113
436,Wuwei,37.9281,102.6414,15.01,35,100,2.19,CN,1610196906
437,Lebyazh'ye,55.2689,66.4947,9.0,95,100,12.1,RU,1610197114
438,Tazmalt,36.3868,4.3989,68.58,42,14,14.14,DZ,1610197114
439,Gebze,40.8028,29.4307,50.0,93,75,12.66,TR,1610197115
440,Morehead,37.2711,-87.1764,32.0,59,90,4.61,US,1610197115
441,Langen,49.9933,8.6728,37.4,60,75,8.05,DE,1610197115
442,Boende,-0.2167,20.8667,89.31,50,100,3.38,CD,1610197116
443,Mnogovershinnyy,53.9353,139.9242,-21.42,88,93,3.51,RU,1610197116
444,Vanimo,-2.6741,141.3028,79.61,79,100,1.72,PG,1610197117
445,Hualmay,-11.0964,-77.6139,71.17,81,74,5.68,PE,1610197117
446,Namatanai,-3.6667,152.4333,80.2,79,100,7.67,PG,1610197118
447,Vilyuysk,63.7553,121.6247,-23.93,86,100,4.65,RU,1610197118
448,Pindobaçu,-10.7417,-40.3608,87.42,47,99,5.23,BR,1610197119
449,Belawan,3.7755,98.6832,80.6,94,40,5.75,ID,1610197119
450,Bar Harbor,44.3876,-68.2039,25.0,86,1,10.87,US,1610197119
451,Dawei,14.0833,98.2,75.4,59,0,5.35,MM,1610197120
452,Quepos,9.4236,-84.1652,69.8,82,40,9.22,CR,1610197120
453,Ossora,59.2353,163.0719,8.73,88,100,12.53,RU,1610197121
454,Batouri,4.4333,14.3667,100.42,13,66,3.29,CM,1610197121
455,Ciamis,-7.3257,108.3534,76.77,89,100,1.63,ID,1610197122
456,Esna,25.2934,32.554,80.6,22,0,3.44,EG,1610197122
457,San Jose,37.3394,-121.895,46.0,87,1,2.55,US,1610197122
458,Colônia Leopoldina,-8.9089,-35.725,86.0,58,40,1.14,BR,1610197123
459,Kaoma,-14.7833,24.8,78.55,70,100,5.1,ZM,1610197124
460,Kaihua,23.3687,104.28,40.14,71,65,6.38,CN,1610196987
461,Antofagasta,-23.65,-70.4,75.0,88,40,2.3,CL,1610197125
462,Natitingou,10.3042,1.3796,89.6,33,0,4.61,BJ,1610197125
463,Swan Hill,-35.3378,143.5544,78.66,27,0,6.11,AU,1610197126
464,Hervey Bay,-25.2986,152.8535,71.01,90,100,4.0,AU,1610197126
465,Ayia Anna,34.9399,33.4843,69.8,56,0,6.91,CY,1610197127
466,Korla,41.7597,86.1469,16.18,89,7,3.06,CN,1610197063
467,Porbandar,21.6422,69.6093,72.16,46,0,15.84,IN,1610197128
468,Camaná,-16.6228,-72.7111,72.91,73,100,8.61,PE,1610197129
469,Kisangani,0.5167,25.2,90.01,44,87,3.6,CD,1610197130
470,Ha Tinh,18.3333,105.9,53.64,78,100,4.16,VN,1610197130
471,Saint-Louis,16.3333,-15.0,78.8,47,0,4.61,SN,1610197130
472,Onguday,50.75,86.15,0.05,76,15,2.08,RU,1610197131
473,Christchurch,-43.5333,172.6333,59.0,88,75,5.75,NZ,1610197131
474,Palamós,41.8484,3.1291,39.2,87,90,14.97,ES,1610197132
475,Tres Arroyos,-38.3739,-60.2798,70.61,53,0,18.21,AR,1610197133
476,Terrace Bay,48.7834,-87.1,19.4,93,100,4.61,CA,1610197133
477,Dunedin,-45.8742,170.5036,54.0,84,72,3.0,NZ,1610197134
478,Pizhanka,57.4604,48.542,8.91,96,31,8.23,RU,1610197134
479,Harrison,30.4091,-89.0436,35.6,69,1,3.44,US,1610197135
480,San Juan,-31.5375,-68.5364,75.63,44,0,7.58,AR,1610197135
481,Lashio,22.9333,97.75,63.16,79,0,2.15,MM,1610197136
482,Singkang,2.1006,102.7994,77.0,88,20,3.44,MY,1610197136
483,Purpe,64.4803,76.6897,-18.99,78,80,5.61,RU,1610197136
484,Purranque,-40.9167,-73.1667,55.4,71,90,6.91,CL,1610197137
485,Koson,39.0375,65.585,35.6,55,0,2.3,UZ,1610197137
486,Arrondissement de Riom,45.9167,2.9167,30.2,80,90,3.44,FR,1610197138
487,Ampanihy,-24.7,44.75,92.43,42,30,14.34,MG,1610197138
488,Tiarei,-17.5333,-149.3333,75.2,78,20,4.61,PF,1610197139
489,Rionero in Vulture,40.9257,15.67,48.99,86,90,9.22,IT,1610197139
490,Lappeenranta,61.0587,28.1887,17.01,84,86,4.14,FI,1610197139
491,Haines Junction,60.7522,-137.5108,30.2,64,100,10.36,CA,1610197140
492,Korfovskiy,48.2183,135.0564,-14.8,70,20,6.71,RU,1610197141
493,Sarankhola,22.3082,89.7897,71.91,44,37,2.66,BD,1610197141
494,Goma,-1.6792,29.2228,67.51,76,100,3.8,CD,1610197142
495,Pithāpuram,17.1167,82.2667,80.6,57,0,5.75,IN,1610197142
496,Kvarkeno,52.0833,59.725,22.69,97,100,15.23,RU,1610197143
497,Tasiilaq,65.6145,-37.6368,14.0,52,20,5.75,GL,1610197143
498,Makkah al Mukarramah,21.4267,39.8261,83.68,36,75,11.95,SA,1610197144
499,Liwale,-9.7667,37.9333,82.65,75,100,2.55,TZ,1610197144
500,Richards Bay,-28.783,32.0377,86.43,52,0,15.08,ZA,1610197145
501,Hokitika,-42.7167,170.9667,57.29,86,100,7.43,NZ,1610197145
502,Olafsvik,64.8945,-23.7142,24.64,90,93,4.34,IS,1610197146
503,Petatlán,17.5167,-101.2667,70.7,73,0,3.18,MX,1610197146
504,Oodweyne,9.4092,45.064,73.85,35,0,18.59,SO,1610197146
505,Tessalit,20.1986,1.0114,95.74,9,0,12.82,ML,1610197147
506,Syracuse,37.0881,15.2792,60.8,94,75,6.91,IT,1610197147
507,Itarema,-2.9248,-39.9167,85.66,62,100,16.26,BR,1610197148
508,Novoagansk,61.9449,76.6625,-15.0,89,83,4.36,RU,1610197148
509,Esim,4.8699,-2.2405,83.28,72,100,8.93,GH,1610197149
510,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,88.0,59,0,5.01,AR,1610197149
511,Sitka,57.0531,-135.33,41.0,75,90,16.11,US,1610197150
512,Te Anau,-45.4167,167.7167,46.83,87,15,1.68,NZ,1610197150
513,Osoyoos,49.0331,-119.4524,33.8,100,100,0.85,CA,1610197151
514,Moroni,-11.7022,43.2551,82.49,77,6,11.92,KM,1610197151
515,Culebra,18.303,-65.301,75.2,83,90,8.05,PR,1610197151
516,Cabedelo,-6.9811,-34.8339,84.2,70,75,9.22,BR,1610197152
517,Hohhot,40.8106,111.6522,10.4,52,0,6.71,CN,1610197152
518,Asău,46.4333,26.4,39.99,87,75,2.3,RO,1610197153
519,Acapulco de Juárez,16.8634,-99.8901,73.44,74,11,4.83,MX,1610197153
520,Bodaybo,57.8506,114.1933,-5.89,83,100,3.31,RU,1610197153
521,São Félix do Xingu,-6.6447,-51.995,80.64,73,100,4.23,BR,1610197154
522,Balyqshy,47.0667,51.8667,28.4,69,95,17.9,KZ,1610197154
523,Seminole,28.7086,-81.2081,48.2,66,90,12.66,US,1610197155
524,Kununurra,-15.7667,128.7333,86.0,74,0,10.36,AU,1610197155
525,Talcahuano,-36.7167,-73.1167,57.2,67,0,2.3,CL,1610197156
526,Cervo,43.6702,-7.4101,48.0,70,91,4.0,ES,1610197156
527,Naze,28.3667,129.4833,49.03,77,40,18.95,JP,1610196886
528,‘Āhuimanu,21.4447,-157.8378,71.6,83,40,3.06,US,1610197157
529,Cockburn Town,21.4612,-71.1419,78.73,75,19,5.17,TC,1610197157
530,Costineşti,43.95,28.6333,39.2,81,20,8.05,RO,1610197158
531,Avera,33.194,-82.5271,33.8,97,40,3.44,US,1610197158
532,Dhārchula,29.85,80.5333,55.2,32,26,7.31,IN,1610197159
533,Sibolga,1.7427,98.7792,77.58,83,100,2.28,ID,1610197159
534,Manoel Urbano,-8.8389,-69.2597,79.61,72,96,3.11,BR,1610197160
535,Sīrjān,29.452,55.6814,45.23,44,62,8.66,IR,1610197160
536,Talas,38.6908,35.5538,57.2,41,75,1.14,TR,1610197160
537,New Milford,40.9327,-74.0179,24.8,68,1,6.91,US,1610197161
538,Vodnyy,63.5046,53.4095,-4.99,91,68,4.21,RU,1610197161
539,Akureyri,65.6835,-18.0878,23.0,86,90,14.97,IS,1610197162
540,Katsuura,35.1333,140.3,42.8,42,40,18.41,JP,1610196916
541,Havøysund,70.9963,24.6622,21.2,68,0,17.27,NO,1610197163
542,Pendências,-5.26,-36.7222,91.99,41,28,14.18,BR,1610197164
543,Puerto Carreño,6.189,-67.4859,76.87,79,88,4.5,CO,1610197164
544,Makakilo City,21.3469,-158.0858,69.8,88,1,3.44,US,1610197165
545,Mishan,45.55,131.8833,-11.81,87,99,6.62,CN,1610197165
546,Sabzawār,36.2126,57.6819,50.0,25,0,6.91,IR,1610197165
547,Ko Samui,9.5357,99.9357,80.6,74,40,9.22,TH,1610196959
548,Carutapera,-1.195,-46.02,85.98,62,55,9.15,BR,1610197166
549,Nabire,-3.3667,135.4833,78.06,86,100,2.62,ID,1610197167
550,Bonthe,7.5264,-12.505,83.89,74,100,5.57,SL,1610197167
551,Dwārka,22.2394,68.9678,71.4,49,0,12.77,IN,1610197168
552,Aldan,58.6031,125.3894,-6.65,90,100,12.17,RU,1610197168
553,Charcas,23.1333,-101.1167,44.46,85,97,8.03,MX,1610197169
554,Vestmannaeyjar,63.4427,-20.2734,24.8,63,40,17.27,IS,1610197169
555,Naryan-Mar,67.6713,53.087,-1.98,92,43,6.67,RU,1610197169
556,Walvis Bay,-22.9575,14.5053,73.4,64,75,17.27,NA,1610197170
557,Ushtobe,45.2514,77.9838,6.37,90,0,9.08,KZ,1610197170
558,Našice,45.4886,18.0878,39.0,83,100,1.01,HR,1610197171
